label,"x0,y0,z0","x1,y1,z1","x2,y2,z2","x3,y3,z3","x4,y4,z4","x5,y5,z5","x6,y6,z6","x7,y7,z7","x8,y8,z8","x9,y9,z9","x10,y10,z10","x11,y11,z11","x12,y12,z12","x13,y13,z13","x14,y14,z14","x15,y15,z15","x16,y16,z16","x17,y17,z17","x18,y18,z18","x19,y19,z19","x20,y20,z20"
a,0.7268888354301453,0.8214250802993774,2.7300123406348575e-07,0.7007224559783936,0.8008063435554504,-0.02560858055949211,0.67694091796875,0.7648263573646545,-0.03865349292755127,0.6599721312522888,0.7317018508911133,-0.04843806475400925,0.6466344594955444,0.7025189399719238,-0.05762907490134239,0.7039487361907959,0.6794459223747253,-0.02534763142466545,0.6999104619026184,0.61930251121521,-0.04003460705280304,0.699515163898468,0.5806976556777954,-0.05196457728743553,0.7011367678642273,0.5464470386505127,-0.060640666633844376,0.724016547203064,0.6697812676429749,-0.02143072336912155,0.7254994511604309,0.6048334836959839,-0.03430038318037987,0.728850781917572,0.5632378458976746,-0.044706035405397415,0.732938826084137,0.5260754227638245,-0.05249110236763954,0.7421126961708069,0.6754323244094849,-0.020354315638542175,0.7477569580078125,0.6157152652740479,-0.03323744982481003,0.7530378103256226,0.5780398845672607,-0.041826263070106506,0.7577443718910217,0.5437751412391663,-0.0477432943880558,0.7587693333625793,0.6926460862159729,-0.02162191830575466,0.769128680229187,0.6496679782867432,-0.03303685784339905,0.775359034538269,0.6198933720588684,-0.039154887199401855,0.7808794379234314,0.5902773141860962,-0.04335818067193031
a,0.7187002301216125,0.7796154618263245,-2.343953724448511e-07,0.6932874917984009,0.7568538784980774,-0.012390069663524628,0.6667249798774719,0.7115313410758972,-0.01801164261996746,0.6521445512771606,0.667252779006958,-0.02432820200920105,0.6636650562286377,0.638974666595459,-0.027475440874695778,0.6841738224029541,0.6514536142349243,0.0011250769020989537,0.6827097535133362,0.5974730253219604,-0.01481495052576065,0.6842405796051025,0.6355542540550232,-0.02404780499637127,0.6838538646697998,0.6605504155158997,-0.027997678145766258,0.7013037204742432,0.6424589157104492,0.000811522186268121,0.7010261416435242,0.5869642496109009,-0.014804013073444366,0.7031510472297668,0.634136438369751,-0.019310858100652695,0.7012031674385071,0.6547854542732239,-0.01828113943338394,0.7182205319404602,0.6413462162017822,-0.0028602625243365765,0.7175150513648987,0.5893545746803284,-0.016385279595851898,0.7186225652694702,0.6310828924179077,-0.012190527282655239,0.7170440554618835,0.6532308459281921,-0.005293906666338444,0.7340631484985352,0.648002564907074,-0.008087050169706345,0.7328329086303711,0.6087421774864197,-0.013638976030051708,0.7310107350349426,0.6351516842842102,-0.008742949925363064,0.7294505834579468,0.6533555388450623,-0.003191254800185561
a,0.7333733439445496,0.7422383427619934,-1.7621546533064247e-07,0.7108586430549622,0.7228955030441284,-0.016112446784973145,0.685548722743988,0.6856899857521057,-0.02450077049434185,0.6724067330360413,0.6463314890861511,-0.03246665000915527,0.6821428537368774,0.6201783418655396,-0.036969441920518875,0.6961840987205505,0.6216976642608643,-0.004487084690481424,0.7019239068031311,0.5750030279159546,-0.021884093061089516,0.7035380005836487,0.6105344891548157,-0.03179250285029411,0.6987105011940002,0.6338555216789246,-0.035841625183820724,0.7130206227302551,0.6159171462059021,-0.0030774890910834074,0.7199129462242126,0.5692166686058044,-0.019745446741580963,0.7210946083068848,0.6116974949836731,-0.024199876934289932,0.7139991521835327,0.6289946436882019,-0.023199820891022682,0.7293456792831421,0.6159493923187256,-0.00526442239060998,0.7355980277061462,0.572268545627594,-0.02081112191081047,0.7353143095970154,0.6101380586624146,-0.01777673326432705,0.7280824780464172,0.6289533972740173,-0.011384507641196251,0.744056761264801,0.6222911477088928,-0.00905343983322382,0.7490417957305908,0.5867096185684204,-0.016572441905736923,0.7475857734680176,0.6112873554229736,-0.012490415945649147,0.7413457036018372,0.6286677718162537,-0.00710333464667201
a,0.794813334941864,0.6993954181671143,-6.203717362041061e-08,0.7865157723426819,0.691390335559845,-0.030113460496068,0.7706096768379211,0.6604596376419067,-0.04249350726604462,0.7589172720909119,0.6288468837738037,-0.05035929009318352,0.757226288318634,0.6070147752761841,-0.05487711355090141,0.7680473327636719,0.5944529175758362,-0.02405816875398159,0.7863569855690002,0.5532466173171997,-0.042459890246391296,0.801720142364502,0.5761671662330627,-0.05097578465938568,0.8062829971313477,0.5957489609718323,-0.05351313203573227,0.7772634029388428,0.5819692015647888,-0.014237506315112114,0.796049952507019,0.5423669815063477,-0.033496610820293427,0.8109427690505981,0.5761203169822693,-0.03788541257381439,0.812875509262085,0.596074104309082,-0.03605816140770912,0.7864984273910522,0.5765459537506104,-0.008259641006588936,0.8026592135429382,0.543293297290802,-0.02772705629467964,0.8138926029205322,0.5724902749061584,-0.027705013751983643,0.815980851650238,0.5911684632301331,-0.0220296923071146,0.7954154014587402,0.5778034329414368,-0.004509140737354755,0.805342435836792,0.5527975559234619,-0.016897257417440414,0.8137090802192688,0.5715031027793884,-0.01681606099009514,0.8153468370437622,0.5868328809738159,-0.013073369860649109
a,0.8262496590614319,0.6648334860801697,-1.6169926198017492e-07,0.8164140582084656,0.6589984893798828,-0.0312335304915905,0.810665488243103,0.6293900012969971,-0.04604746401309967,0.812370240688324,0.6048567295074463,-0.05564185231924057,0.818808376789093,0.5892536640167236,-0.061963554471731186,0.8405777812004089,0.5759136080741882,-0.03296523168683052,0.852806806564331,0.5456661581993103,-0.050613246858119965,0.8381738066673279,0.5684964656829834,-0.05987311899662018,0.8264186382293701,0.5837782621383667,-0.06413181871175766,0.8495078086853027,0.5665937066078186,-0.02274029143154621,0.8632214069366455,0.5369197726249695,-0.04115808755159378,0.8462409377098083,0.5657534003257751,-0.045917898416519165,0.8349723219871521,0.5819401741027832,-0.045559633523225784,0.8538909554481506,0.560846209526062,-0.01566573604941368,0.864120602607727,0.5368276834487915,-0.031369395554065704,0.8494181036949158,0.5616371631622314,-0.03191959857940674,0.8395335078239441,0.5754919648170471,-0.02878795936703682,0.8558712005615234,0.5604645609855652,-0.011073082685470581,0.8620564341545105,0.5441672801971436,-0.020581817254424095,0.8527197241783142,0.5601857304573059,-0.02134612575173378,0.8462887406349182,0.5694416761398315,-0.019802726805210114
a,0.8249332904815674,0.6858882904052734,-1.5834320521435075e-08,0.8212487697601318,0.6679827570915222,-0.01561695709824562,0.8142826557159424,0.6345264315605164,-0.022396152839064598,0.814152181148529,0.5988901853561401,-0.02768922597169876,0.8188696503639221,0.5733693242073059,-0.031060731038451195,0.8100755214691162,0.5822014808654785,-0.00962542649358511,0.8370602130889893,0.5485895276069641,-0.023355409502983093,0.8494548797607422,0.5626893639564514,-0.031791020184755325,0.8527588844299316,0.5771794319152832,-0.035656388849020004,0.8166395425796509,0.5726839900016785,-0.006563929840922356,0.843764066696167,0.5410662293434143,-0.02046334743499756,0.8548226952552795,0.5608233213424683,-0.025489768013358116,0.8570720553398132,0.5755219459533691,-0.02601289190351963,0.8253858685493469,0.5702686905860901,-0.006097901146858931,0.8501466512680054,0.542087733745575,-0.02026631496846676,0.8585768342018127,0.5628170967102051,-0.020660825073719025,0.8599635362625122,0.5778575539588928,-0.017191119492053986,0.8340747356414795,0.5742194652557373,-0.006982498802244663,0.8522807955741882,0.5539019107818604,-0.016677256673574448,0.8593932390213013,0.5675196647644043,-0.016388488933444023,0.8614916801452637,0.5770787596702576,-0.013332672417163849
a,0.8293771147727966,0.6506766676902771,-1.169375440923659e-08,0.8293794393539429,0.6436241865158081,-0.02748159132897854,0.8246798515319824,0.6159464716911316,-0.040344659239053726,0.8241378664970398,0.5857551693916321,-0.04868416115641594,0.8280595541000366,0.5640254020690918,-0.05368860438466072,0.8252282738685608,0.5508629083633423,-0.02606300823390484,0.8548456430435181,0.5165417194366455,-0.0396350659430027,0.8576305508613586,0.5482402443885803,-0.0455295704305172,0.8499677777290344,0.5681846141815186,-0.04743972420692444,0.8319132328033447,0.5447220802307129,-0.015627611428499222,0.8612790107727051,0.5132026672363281,-0.029927989467978477,0.8622803688049316,0.5497840046882629,-0.03294331952929497,0.8531140089035034,0.5670586824417114,-0.0319720134139061,0.8380604386329651,0.5438752174377441,-0.007815776392817497,0.8634814620018005,0.5162474513053894,-0.01996133103966713,0.86431485414505,0.5463894605636597,-0.018997756764292717,0.8567108511924744,0.5618351697921753,-0.015316639095544815,0.8429526090621948,0.5465489625930786,-0.0020931363105773926,0.8617658019065857,0.5257805585861206,-0.009122318588197231,0.8637650012969971,0.5444529056549072,-0.008674092590808868,0.8574786186218262,0.5557671189308167,-0.00658632954582572
a,0.8239244818687439,0.6506794095039368,-1.549777728371282e-08,0.8225187659263611,0.6482729315757751,-0.03548882529139519,0.8166801333427429,0.6197075843811035,-0.05129865184426308,0.8135313391685486,0.5863065719604492,-0.06125824898481369,0.816066563129425,0.5616230368614197,-0.06716611981391907,0.8303924798965454,0.5568611025810242,-0.03137463703751564,0.851224958896637,0.5155614018440247,-0.04900456219911575,0.8484137058258057,0.5449432134628296,-0.056600213050842285,0.8382984399795532,0.5657016634941101,-0.05886509269475937,0.8334846496582031,0.5482284426689148,-0.017969099804759026,0.8569643497467041,0.5096367597579956,-0.03672424703836441,0.8530464172363281,0.5470498204231262,-0.04090670868754387,0.8425335884094238,0.5631752014160156,-0.0394098199903965,0.8347362875938416,0.5438512563705444,-0.008329743519425392,0.855556309223175,0.511626660823822,-0.025095194578170776,0.8528810739517212,0.5433328747749329,-0.02497975528240204,0.844969630241394,0.5591421723365784,-0.020533261820673943,0.834365725517273,0.5430452823638916,-0.001433150377124548,0.8505309224128723,0.5227345824241638,-0.011625229381024837,0.8501922488212585,0.5430115461349487,-0.012410380877554417,0.8442497253417969,0.5548127889633179,-0.010408084839582443
a,0.8202365636825562,0.6603355407714844,-1.055264178262405e-07,0.8026692867279053,0.6451724171638489,-0.023196524009108543,0.7859776020050049,0.6011252403259277,-0.0344306044280529,0.7867255806922913,0.5737863183021545,-0.04263268783688545,0.8034835457801819,0.5762810707092285,-0.047559577971696854,0.8130941390991211,0.5491659641265869,-0.021390413865447044,0.8272021412849426,0.5067178010940552,-0.03847513347864151,0.8247246146202087,0.5409110188484192,-0.04645197093486786,0.8168266415596008,0.5658079981803894,-0.04956939071416855,0.8287066221237183,0.5437557101249695,-0.016394097357988358,0.8472129106521606,0.49574804306030273,-0.03492765873670578,0.843701958656311,0.5399318933486938,-0.03894715756177902,0.8342096209526062,0.563062310218811,-0.03685510531067848,0.8395393490791321,0.5450946688652039,-0.014459691941738129,0.8532125949859619,0.5082483887672424,-0.030261525884270668,0.8495397567749023,0.5441107749938965,-0.029223406687378883,0.8405522704124451,0.560544490814209,-0.024083269760012627,0.846544623374939,0.5517314076423645,-0.014489789493381977,0.8555511236190796,0.526497483253479,-0.023611970245838165,0.8540303111076355,0.5463098287582397,-0.022775812074542046,0.847659170627594,0.555329442024231,-0.019831150770187378
a,0.7952229976654053,0.720758855342865,-1.1513606068547233e-07,0.7666232585906982,0.711073100566864,-0.033513206988573074,0.7429092526435852,0.6731848120689392,-0.0506352037191391,0.7364475131034851,0.639451265335083,-0.06348949670791626,0.7368916273117065,0.6175991892814636,-0.07265273481607437,0.7683423161506653,0.5856613516807556,-0.02810456044971943,0.7715274095535278,0.5438321232795715,-0.051616474986076355,0.7668477296829224,0.585369884967804,-0.06437820941209793,0.7625390291213989,0.607854962348938,-0.06994713097810745,0.7873960733413696,0.5763812065124512,-0.020205562934279442,0.7914484739303589,0.5296332836151123,-0.045650873333215714,0.7847211956977844,0.5788760185241699,-0.05339546129107475,0.7803647518157959,0.6019396781921387,-0.052800778299570084,0.8027713298797607,0.5740734338760376,-0.016708185896277428,0.8051189184188843,0.5352109670639038,-0.03871466591954231,0.7979998588562012,0.5802328586578369,-0.037709545344114304,0.7937312126159668,0.6003479957580566,-0.03131924942135811,0.8155750632286072,0.5787667036056519,-0.016092875972390175,0.8173841834068298,0.5490454435348511,-0.028017813339829445,0.8116851449012756,0.5794079303741455,-0.02568342164158821,0.808282732963562,0.595167875289917,-0.02057439647614956
